year,month,machine,factory,product,speed_setting,run_time_min,shift_regime,target_cartons,actual_cartons,waste_kg,rate_cartons_per_min,availability,performance,quality,oee,waste_rate,seq
2020,2,Ferry-9,Plant 1,Product B,150,455,single_7.5h,800,707,3.1,1.553846153846154,0.9534018364338978,0.6972386587771204,0.9956152758132956,0.6618338783686595,0.4384724186704385,39
2020,2,Ferry-3,Plant 1,Product B,125,455,single_7.5h,800,780,3.8,1.7142857142857142,0.9534018364338978,0.7692307692307692,0.9951282051282052,0.7298131217356917,0.4871794871794871,40
2020,2,Ferry-1,Plant 1,Product B,100,455,single_7.5h,700,700,3.6,1.5384615384615383,0.9534018364338978,0.6822612085769983,0.9948571428571428,0.6471238195833983,0.5142857142857142,41
2020,2,Ferry-1,Plant 1,Product B,100,455,single_7.5h,700,800,1.4,1.7582417582417582,0.9534018364338978,0.7797270955165696,0.99825,0.7420923066043968,0.175,42
2020,2,Ferry-4,Plant 1,Product A,100,455,single_7.5h,800,862,1.2,1.8945054945054944,0.9534018364338978,0.8259473961577157,0.9986078886310904,0.786363532604129,0.1392111368909512,43
2020,2,Ferry-4,Plant 1,Product A,125,455,single_7.5h,900,923,2.3,2.0285714285714285,0.9534018364338978,0.8843961098069276,0.9975081256771398,0.8410837644849228,0.2491874322860238,44
2020,2,Ferry-9,Plant 2,Product A,150,455,single_7.5h,900,569,4.0,1.2505494505494503,0.9534018364338978,0.5611439842209072,0.9929701230228472,0.5312347510701697,0.7029876977152899,45
2020,2,Ferry-4,Plant 2,Product A,150,455,single_7.5h,700,890,1.9,1.956043956043956,0.9534018364338978,0.8527763138983376,0.9978651685393258,0.8113028035614858,0.2134831460674157,46
2020,2,Ferry-3,Plant 2,Product B,100,455,single_7.5h,800,888,1.2,1.951648351648352,0.9534018364338978,0.8757396449704143,0.9986486486486488,0.8338034995557995,0.1351351351351351,47
2020,2,Ferry-4,Plant 2,Product B,100,455,single_7.5h,700,987,1.4,2.169230769230769,0.9534018364338978,0.9457193503569205,0.998581560283688,0.9003716284091885,0.1418439716312056,48
2020,2,Ferry-6,Plant 2,Product B,100,455,single_7.5h,800,960,1.2,2.10989010989011,0.9534018364338978,0.9726443768996962,0.99875,0.926161783964358,0.125,49
2020,2,Ferry-4,Plant 2,Product B,100,455,single_7.5h,800,905,2.3,1.989010989010989,0.9534018364338978,0.8671489484022422,0.9974585635359116,0.8246402891284239,0.2541436464088398,50
2020,2,Ferry-1,Plant 2,Product C,125,455,single_7.5h,900,1000,2.3,2.197802197802198,0.9534018364338978,0.974658869395712,0.9977,0.927104300399708,0.2299999999999999,51
2020,2,Ferry-6,Plant 1,Product C,125,455,single_7.5h,900,285,1.9,0.6263736263736264,0.9534018364338978,0.2887537993920973,0.9933333333333332,0.2734630799335729,0.6666666666666666,52
2020,2,Ferry-9,Plant 1,Product C,125,455,single_7.5h,800,628,1.2,1.3802197802197802,0.9534018364338978,0.6193293885601577,0.9980891719745224,0.5893414902137742,0.1910828025477707,53
2020,2,Ferry-9,Plant 1,Product B,125,455,single_7.5h,800,1200,2.1,2.6373626373626373,0.9534018364338978,1.0,0.99825,0.9517333832201385,0.175,54
2020,2,Ferry-3,Plant 1,Product B,125,455,single_7.5h,800,1152,1.6,2.531868131868132,0.9534018364338978,1.0,0.9986111111111112,0.9520776672166285,0.1388888888888889,55
2020,2,Ferry-1,Plant 1,Product B,100,455,single_7.5h,700,707,3.1,1.553846153846154,0.9534018364338978,0.6890838206627685,0.9956152758132956,0.654093131253237,0.4384724186704385,56
2020,2,Ferry-1,Plant 1,Product B,100,455,single_7.5h,600,700,3.8,1.5384615384615383,0.9534018364338978,0.6822612085769983,0.9945714285714286,0.6469379712722025,0.5428571428571428,57
2020,2,Ferry-9,Plant 1,Product A,120,455,single_7.5h,950,800,3.7,1.7582417582417582,0.9534018364338978,0.7889546351084812,0.995375,0.7487119155348251,0.4625000000000001,58
2020,3,Ferry-4,Plant 2,Product B,125,455,single_7.5h,1014,1100,1.2,2.417582417582417,0.9534018364338978,1.0,0.9989090909090907,0.9523617617032424,0.1090909090909091,59
2020,3,Ferry-3,Plant 2,Product B,125,455,single_7.5h,1152,900,2.3,1.978021978021978,0.9534018364338978,0.8875739644970414,0.9974444444444444,0.844052099178215,0.2555555555555555,60
2020,3,Ferry-4,Plant 2,Product B,100,455,single_7.5h,707,900,2.3,1.978021978021978,0.9534018364338978,0.862358070234274,0.9974444444444444,0.8200726570849519,0.2555555555555555,61
2020,3,Ferry-3,Plant 2,Product B,125,455,single_7.5h,1044,1200,1.9,2.6373626373626373,0.9534018364338978,1.0,0.9984166666666666,0.9518922835262108,0.1583333333333333,62
2020,3,Ferry-4,Plant 2,Product A,125,455,single_7.5h,700,900,1.2,1.978021978021978,0.9534018364338978,0.862358070234274,0.9986666666666668,0.8210775361345157,0.1333333333333333,63
2020,3,Ferry-1,Plant 2,Product A,150,455,single_7.5h,803,700,2.1,1.5384615384615383,0.9534018364338978,0.6822612085769983,0.997,0.648517681917366,0.3,64
2020,3,Ferry-4,Plant 2,Product B,100,455,single_7.5h,862,1000,1.6,2.197802197802198,0.9534018364338978,0.958175633593638,0.9984,0.9120647664404768,0.16,65
2020,3,Ferry-6,Plant 2,Product B,100,455,single_7.5h,923,800,4.1,1.7582417582417582,0.9534018364338978,0.8105369807497468,0.994875,0.7688070127839304,0.5125,66
2020,3,Ferry-9,Plant 2,Product B,100,455,single_7.5h,569,800,3.8,1.7582417582417582,0.9534018364338978,0.7889546351084812,0.99525,0.7486178916850782,0.475,67
2020,3,Ferry-4,Plant 1,Product B,100,455,single_7.5h,876,1000,1.2,2.197802197802198,0.9534018364338978,0.958175633593638,0.9988,0.9124301770039548,0.12,68
2020,3,Ferry-6,Plant 1,Product C,125,455,single_7.5h,568,800,7.0,1.7582417582417582,0.9534018364338978,0.8105369807497468,0.99125,0.7660057307923819,0.8750000000000001,69
2020,3,Ferry-9,Plant 1,Product B,125,455,single_7.5h,946,700,1.4,1.5384615384615383,0.9534018364338978,0.690335305719921,0.998,0.6568506143320718,0.2,70
2020,3,Ferry-9,Plant 1,Product B,125,455,single_7.5h,678,900,1.2,1.978021978021978,0.9534018364338978,0.8875739644970414,0.9986666666666668,0.8450863615254313,0.1333333333333333,71
2020,3,Ferry-3,Plant 1,Product B,125,455,single_7.5h,960,700,2.3,1.5384615384615383,0.9534018364338978,0.690335305719921,0.9967142857142856,0.6560043996843493,0.3285714285714285,72
2020,3,Ferry-9,Plant 1,Product B,125,455,single_7.5h,905,700,2.3,1.5384615384615383,0.9534018364338978,0.690335305719921,0.9967142857142856,0.6560043996843493,0.3285714285714285,73
2020,3,Ferry-1,Plant 1,Product C,120,455,single_7.5h,878,800,1.9,1.7582417582417582,0.9534018364338978,0.7797270955165696,0.997625,0.7416276858264076,0.2375,74
2020,3,Ferry-4,Plant 2,Product B,125,455,single_7.5h,1014,1200,1.2,2.6373626373626373,0.9534018364338978,1.0,0.999,0.952448434597464,0.1,75
2020,3,Ferry-4,Plant 2,Product B,125,455,single_7.5h,1152,900,2.3,1.978021978021978,0.9534018364338978,0.862358070234274,0.9974444444444444,0.8200726570849519,0.2555555555555555,76
2020,3,Ferry-4,Plant 2,Product B,100,455,single_7.5h,707,900,2.3,1.978021978021978,0.9534018364338978,0.862358070234274,0.9974444444444444,0.8200726570849519,0.2555555555555555,77
2020,3,Ferry-3,Plant 2,Product B,125,455,single_7.5h,1044,1200,1.9,2.6373626373626373,0.9534018364338978,1.0,0.9984166666666666,0.9518922835262108,0.1583333333333333,78
2020,3,Ferry-9,Plant 2,Product A,125,455,single_7.5h,700,900,1.2,1.978021978021978,0.9534018364338978,0.8875739644970414,0.9986666666666668,0.8450863615254313,0.1333333333333333,79
2020,3,Ferry-4,Plant 2,Product A,150,455,single_7.5h,803,700,2.1,1.5384615384615383,0.9534018364338978,0.6707229435155464,0.997,0.6375500806278133,0.3,80
2020,3,Ferry-1,Plant 2,Product B,100,455,single_7.5h,862,1000,1.6,2.197802197802198,0.9534018364338978,0.974658869395712,0.9984,0.9277547694888928,0.16,81
2020,3,Ferry-4,Plant 2,Product B,100,455,single_7.5h,923,800,4.1,1.7582417582417582,0.9534018364338978,0.7665405068749103,0.994875,0.7270756686798633,0.5125,82
2020,3,Ferry-3,Plant 2,Product B,100,455,single_7.5h,569,700,3.8,1.5384615384615383,0.9534018364338978,0.690335305719921,0.9945714285714286,0.6545940419381454,0.5428571428571428,83
2020,3,Ferry-1,Plant 1,Product B,100,455,single_7.5h,876,1000,1.2,2.197802197802198,0.9534018364338978,0.974658869395712,0.9988,0.9281264661112844,0.12,84
2020,3,Ferry-4,Plant 1,Product C,125,455,single_7.5h,568,800,7.0,1.7582417582417582,0.9534018364338978,0.7665405068749103,0.99125,0.7244264420946496,0.8750000000000001,85
2020,3,Ferry-6,Plant 1,Product B,125,455,single_7.5h,946,700,1.4,1.5384615384615383,0.9534018364338978,0.7092198581560284,0.998,0.6748191721709433,0.2,86
2020,3,Ferry-9,Plant 1,Product B,125,455,single_7.5h,678,900,1.2,1.978021978021978,0.9534018364338978,0.8875739644970414,0.9986666666666668,0.8450863615254313,0.1333333333333333,87
2020,3,Ferry-9,Plant 1,Product B,125,455,single_7.5h,960,700,2.3,1.5384615384615383,0.9534018364338978,0.690335305719921,0.9967142857142856,0.6560043996843493,0.3285714285714285,88
2020,3,Ferry-3,Plant 1,Product B,125,455,single_7.5h,905,1200,2.3,2.6373626373626373,0.9534018364338978,1.0,0.9980833333333332,0.951574482914066,0.1916666666666666,89
2020,4,Ferry-1,Plant 1,Product C,100,455,single_7.5h,800,900,1.6,1.978021978021978,0.9534018364338978,0.8771929824561409,0.9982222222222222,0.834830613891047,0.1777777777777777,90
2020,4,Ferry-1,Plant 1,Product C,100,455,single_7.5h,600,285,4.1,0.6263736263736264,0.9534018364338978,0.2777777777777779,0.9856140350877192,0.261023953074349,1.43859649122807,91
2020,4,Ferry-3,Plant 1,Product A,125,455,single_7.5h,900,628,3.8,1.3802197802197802,0.9534018364338978,0.6193293885601577,0.9939490445859872,0.586896870120354,0.6050955414012739,92
2020,4,Ferry-4,Plant 1,Product A,125,455,single_7.5h,900,1000,1.2,2.197802197802198,0.9534018364338978,0.958175633593638,0.9988,0.9124301770039548,0.12,93
2020,4,Ferry-4,Plant 1,Product A,125,455,single_7.5h,1000,1152,7.0,2.531868131868132,0.9534018364338978,1.0,0.9939236111111112,0.9476085961083446,0.607638888888889,94
2020,4,Ferry-9,Plant 1,Product C,125,455,single_7.5h,800,707,1.4,1.553846153846154,0.9534018364338978,0.6972386587771204,0.998019801980198,0.6634322838143574,0.198019801980198,95
2020,4,Ferry-9,Plant 2,Product C,125,455,single_7.5h,800,1044,1.2,2.2945054945054943,0.9534018364338978,1.0,0.9988505747126436,0.9523059722540888,0.1149425287356321,96
2020,4,Ferry-4,Plant 2,Product C,100,455,single_7.5h,1000,700,2.3,1.5384615384615383,0.9534018364338978,0.6707229435155464,0.9967142857142856,0.6373673753460743,0.3285714285714285,97
2020,4,Ferry-6,Plant 2,Product C,100,455,single_7.5h,800,803,2.3,1.7648351648351648,0.9534018364338978,0.8135764944275583,0.9971357409713574,0.7734436174595967,0.286425902864259,98
2020,4,Ferry-4,Plant 2,Product A,100,455,single_7.5h,800,862,1.9,1.8945054945054944,0.9534018364338978,0.8259473961577157,0.9977958236658931,0.7857240641180429,0.2204176334106728,99
2020,4,Ferry-4,Plant 2,Product A,100,455,single_7.5h,900,923,1.6,2.0285714285714285,0.9534018364338978,0.8843961098069276,0.9982665222101842,0.8417232329710089,0.1733477789815818,100
2020,4,Ferry-4,Plant 2,Product A,100,455,single_7.5h,900,569,1.2,1.2505494505494503,0.9534018364338978,0.5452019355147798,0.997891036906854,0.5187002948566732,0.210896309314587,101
2020,4,Ferry-1,Plant 2,Product A,150,455,single_7.5h,800,987,7.0,2.169230769230769,0.9534018364338978,0.9619883040935676,0.9929078014184396,0.9106567248588892,0.7092198581560284,102
2020,4,Ferry-4,Plant 2,Product C,150,455,single_7.5h,900,960,1.4,2.10989010989011,0.9534018364338978,0.9198486082498925,0.9985416666666668,0.8757064153744402,0.1458333333333333,103
2020,4,Ferry-1,Plant 2,Product C,150,455,single_7.5h,800,905,1.2,1.989010989010989,0.9534018364338978,0.8820662768031194,0.9986740331491712,0.8398485182933307,0.1325966850828729,104
2020,4,Ferry-6,Plant 1,Product C,125,455,single_7.5h,700,1200,2.3,2.6373626373626373,0.9534018364338978,1.0,0.9980833333333332,0.951574482914066,0.1916666666666666,105
2020,4,Ferry-9,Plant 1,Product C,125,455,single_7.5h,700,285,2.3,0.6263736263736264,0.9534018364338978,0.2810650887573964,0.9919298245614036,0.2658054232345788,0.8070175438596492,106
2020,4,Ferry-9,Plant 1,Product C,100,455,single_7.5h,800,900,1.6,1.978021978021978,0.9534018364338978,0.8875739644970414,0.9982222222222222,0.8447102661264435,0.1777777777777777,107
2020,4,Ferry-3,Plant 1,Product C,100,455,single_7.5h,600,285,4.1,0.6263736263736264,0.9534018364338978,0.2810650887573964,0.9856140350877192,0.264112993939134,1.43859649122807,108
2020,4,Ferry-1,Plant 1,Product A,125,455,single_7.5h,900,628,3.8,1.3802197802197802,0.9534018364338978,0.6120857699805072,0.9939490445859872,0.5800325792417537,0.6050955414012739,109
2020,4,Ferry-1,Plant 1,Product A,125,455,single_7.5h,900,1000,1.2,2.197802197802198,0.9534018364338978,0.974658869395712,0.9988,0.9281264661112844,0.12,110
2020,4,Ferry-9,Plant 1,Product A,125,455,single_7.5h,1000,1152,7.0,2.531868131868132,0.9534018364338978,1.0,0.9939236111111112,0.9476085961083446,0.607638888888889,111
2020,4,Ferry-6,Plant 1,Product C,125,455,single_7.5h,800,707,1.4,1.553846153846154,0.9534018364338978,0.7163120567375888,0.998019801980198,0.6815808873229569,0.198019801980198,112
2020,4,Ferry-4,Plant 2,Product C,125,455,single_7.5h,800,1044,1.2,2.2945054945054943,0.9534018364338978,1.0,0.9988505747126436,0.9523059722540888,0.1149425287356321,113
2020,4,Ferry-1,Plant 2,Product C,100,455,single_7.5h,1000,700,2.3,1.5384615384615383,0.9534018364338978,0.6822612085769983,0.9967142857142856,0.6483318336061703,0.3285714285714285,114
2020,4,Ferry-9,Plant 2,Product C,100,455,single_7.5h,800,803,2.3,1.7648351648351648,0.9534018364338978,0.791913214990138,0.9971357409713574,0.7528489649236901,0.286425902864259,115
2020,4,Ferry-3,Plant 2,Product A,100,455,single_7.5h,800,862,1.9,1.8945054945054944,0.9534018364338978,0.8500986193293885,0.9977958236658931,0.8086991316733682,0.2204176334106728,116
2020,4,Ferry-9,Plant 2,Product A,100,455,single_7.5h,900,923,1.6,2.0285714285714285,0.9534018364338978,0.91025641025641,0.9982665222101842,0.8663357515682379,0.1733477789815818,117
2020,4,Ferry-6,Plant 2,Product A,100,455,single_7.5h,900,569,1.2,1.2505494505494503,0.9534018364338978,0.5764944275582573,0.997891036906854,0.5484716947590346,0.210896309314587,118
2020,4,Ferry-9,Plant 2,Product A,150,455,single_7.5h,800,987,7.0,2.169230769230769,0.9534018364338978,0.9733727810650886,0.9929078014184396,0.9214337275199403,0.7092198581560284,119
2020,5,Ferry-9,Plant 1,Product C,125,455,single_7.5h,700,768,1.4,1.687912087912088,0.9534018364338978,0.757396449704142,0.9981770833333332,0.7207868321599862,0.1822916666666666,120
2020,5,Ferry-9,Plant 1,Product B,125,455,single_7.5h,700,567,1.2,1.2461538461538462,0.9534018364338978,0.5591715976331361,0.997883597883598,0.5319869418681453,0.2116402116402116,121
2020,5,Ferry-3,Plant 1,Product A,125,455,single_7.5h,800,960,2.3,2.10989010989011,0.9534018364338978,0.9467455621301776,0.9976041666666666,0.9004664090263745,0.2395833333333333,122
2020,5,Ferry-3,Plant 2,Product A,125,455,single_7.5h,700,905,2.3,1.989010989010989,0.9534018364338978,0.8925049309664694,0.9974585635359116,0.8487532916655616,0.2541436464088398,123
2020,5,Ferry-4,Plant 2,Product A,125,455,single_7.5h,800,870,1.9,1.912087912087912,0.9534018364338978,0.8336128012264649,0.997816091954023,0.793032275387598,0.2183908045977011,124
2020,5,Ferry-4,Plant 1,Product B,125,455,single_7.5h,800,285,7.0,0.6263736263736264,0.9534018364338978,0.2730800555741868,0.975438596491228,0.2539603416170398,2.456140350877193,125
2020,5,Ferry-4,Plant 1,Product B,125,455,single_7.5h,900,628,1.4,1.3802197802197802,0.9534018364338978,0.6017342978968045,0.9977707006369426,0.5724156476879033,0.2229299363057325,126
2020,5,Ferry-4,Plant 1,Product B,125,455,single_7.5h,900,1014,1.2,2.2285714285714286,0.9534018364338978,0.9715900924639488,0.9988165680473372,0.925219546725676,0.1183431952662722,127
2020,5,Ferry-4,Plant 1,Product B,100,455,single_7.5h,700,1152,2.3,2.531868131868132,0.9534018364338978,1.0,0.9980034722222222,0.9514983431840732,0.1996527777777777,128
2020,5,Ferry-6,Plant 2,Product C,100,455,single_7.5h,800,707,2.3,1.553846153846154,0.9534018364338978,0.7163120567375888,0.9967468175388968,0.6807115239462693,0.3253182461103253,129
2020,5,Ferry-9,Plant 1,Product C,100,455,single_7.5h,800,1044,1.9,2.2945054945054943,0.9534018364338978,1.0,0.9981800766283524,0.9516667181492,0.1819923371647509,130
2020,5,Ferry-9,Plant 1,Product C,100,455,single_7.5h,700,700,1.2,1.5384615384615383,0.9534018364338978,0.690335305719921,0.9982857142857144,0.6570386620315657,0.1714285714285714,131
2020,5,Ferry-3,Plant 1,Product C,100,455,single_7.5h,600,803,2.1,1.7648351648351648,0.9534018364338978,0.791913214990138,0.997384806973848,0.753037012623184,0.261519302615193,132
2020,5,Ferry-1,Plant 2,Product B,125,455,single_7.5h,800,862,1.6,1.8945054945054944,0.9534018364338978,0.8401559454191038,0.9981438515081208,0.7995194347638657,0.185614849187935,133
2020,5,Ferry-1,Plant 2,Product B,125,455,single_7.5h,900,923,4.1,2.0285714285714285,0.9534018364338978,0.8996101364522422,0.995557963163597,0.8538800657886054,0.4442036836403034,134
2020,5,Ferry-4,Plant 2,Product A,125,455,single_7.5h,900,569,3.8,1.2505494505494503,0.9534018364338978,0.5452019355147798,0.9933216168717048,0.5163251261940678,0.6678383128295254,135
2020,5,Ferry-4,Plant 2,Product A,125,455,single_7.5h,900,911,1.2,2.002197802197802,0.9534018364338978,0.8728980022038041,0.9986827661909988,0.8311263266301541,0.1317233809001097,136
2020,5,Ferry-3,Plant 1,Product C,125,455,single_7.5h,800,890,7.0,1.956043956043956,0.9534018364338978,0.8777120315581853,0.9921348314606742,0.8302305932654158,0.7865168539325843,137
2020,5,Ferry-4,Plant 1,Product B,125,455,single_7.5h,900,678,1.4,1.49010989010989,0.9534018364338978,0.6496430795764864,0.9979351032448378,0.6180919681226228,0.2064896755162241,138
2020,5,Ferry-4,Plant 1,Product A,125,455,single_7.5h,700,890,1.2,1.956043956043956,0.9534018364338978,0.8527763138983376,0.9986516853932584,0.8119422720475719,0.1348314606741573,139
2020,5,Ferry-4,Plant 2,Product A,125,455,single_7.5h,1000,960,2.3,2.10989010989011,0.9534018364338978,0.9198486082498925,0.9976041666666666,0.8748842416066153,0.2395833333333333,140
2020,5,Ferry-9,Plant 2,Product A,125,455,single_7.5h,800,905,2.3,1.989010989010989,0.9534018364338978,0.8925049309664694,0.9974585635359116,0.8487532916655616,0.2541436464088398,141
2020,5,Ferry-1,Plant 1,Product B,125,455,single_7.5h,700,899,1.9,1.975824175824176,0.9534018364338978,0.8762183235867452,0.9978865406006674,0.833622599868275,0.2113459399332591,142
2020,5,Ferry-6,Plant 1,Product B,125,455,single_7.5h,800,285,1.2,0.6263736263736264,0.9534018364338978,0.2887537993920973,0.9957894736842106,0.2741392514487742,0.4210526315789473,143
2020,5,Ferry-9,Plant 1,Product B,125,455,single_7.5h,1000,628,2.1,1.3802197802197802,0.9534018364338978,0.6193293885601577,0.996656050955414,0.5884952755660517,0.3343949044585987,144
2020,5,Ferry-9,Plant 1,Product B,100,455,single_7.5h,800,1014,1.6,2.2285714285714286,0.9534018364338978,1.0,0.998422090729783,0.9518974548379469,0.1577909270216962,145
2020,5,Ferry-3,Plant 2,Product C,100,455,single_7.5h,1000,1152,4.1,2.531868131868132,0.9534018364338978,1.0,0.9964409722222224,0.9500086528146452,0.3559027777777777,146
